product_series,state_abbr,form_name,file_name,new_business,customer_service,individual_plan,group_plan,standard,order,download_page,description,,,,
"Term Alabama	1597-NI	1597-NI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,0,0,"	Life Insurance Buyer's Guide",,,,,,,
"Term Maine	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,412,412,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Maine	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,413,413,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Maine	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,414,414,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Maryland	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,415,415,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Maryland	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,416,416,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Maryland	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,417,417,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Maryland	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,418,418,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Maryland	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,419,419,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Maryland	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,420,420,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Maryland	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,421,421,"	Companion Case Transmittal",,,,,,,
"Term Maryland	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,422,422,"	List Billing Transmittal",,,,,,,
"Term Maryland	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,423,423,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Maryland	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,424,424,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Maryland	6420-MD	6420-MD.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,425,425,"	Life Insurance Application For use in MD",,,,,,,
"Term Maryland	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,426,426,"	Trustee Certification",,,,,,,
"Term Maryland	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,427,427,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Maryland	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,428,428,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Maryland	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,429,429,"	Application Submittal Checklist",,,,,,,
"Term Maryland	6500-MD	6500-MD.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,430,430,"	Military Supplement to Application For use in MD",,,,,,,
"Term Maryland	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,431,431,"	Application Overflow Page",,,,,,,
"Term Maryland	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,432,432,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Maryland	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,433,433,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Maryland	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,434,434,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Maryland	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,435,435,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Maryland	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,436,436,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Massachusetts	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,437,437,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Massachusetts	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,438,438,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Massachusetts	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,439,439,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Massachusetts	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,440,440,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Massachusetts	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,441,441,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Massachusetts	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,442,442,"	Companion Case Transmittal",,,,,,,
"Term Massachusetts	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,443,443,"	List Billing Transmittal",,,,,,,
"Term Massachusetts	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,444,444,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Massachusetts	6404-MA	6404-MA.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,445,445,"	HIV Testing Informed Consent",,,,,,,
"Term Massachusetts	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,446,446,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Massachusetts	6420-MA	6420-MA.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,447,447,"	Life Insurance Application For use in MA",,,,,,,
"Term Massachusetts	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,448,448,"	Trustee Certification",,,,,,,
"Term Massachusetts	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,449,449,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Massachusetts	6486-MA	6486-MA.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,450,450,"	Important Notice Regarding Replacement of Life Insurance",,,,,,,
"Term Massachusetts	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,451,451,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Massachusetts	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,452,452,"	Application Submittal Checklist",,,,,,,
"Term Massachusetts	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,453,453,"	Military Supplement to Application",,,,,,,
"Term Massachusetts	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,454,454,"	Application Overflow Page",,,,,,,
"Term Massachusetts	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,455,455,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Massachusetts	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,456,456,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Massachusetts	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,457,457,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Massachusetts	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,458,458,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Massachusetts	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,459,459,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Michigan	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,460,460,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Michigan	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,461,461,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Michigan	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,462,462,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Michigan	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,463,463,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Michigan	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,464,464,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Michigan	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,465,465,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Michigan	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,466,466,"	Companion Case Transmittal",,,,,,,
"Term Michigan	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,467,467,"	List Billing Transmittal",,,,,,,
"Term Michigan	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,468,468,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Michigan	6404-MI	6404-MI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,469,469,"	HIV Testing Informed Consent",,,,,,,
"Term Michigan	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,470,470,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Michigan	6420	6420.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,471,471,"	Life Insurance Application For use in CO", ID, MI, MS, NC, SC, SD, TX & WY Effective 5/13
"Term Michigan	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,472,472,"	Trustee Certification",,,,,,,
"Term Michigan	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,473,473,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Michigan	6484-MI	6484-MI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,474,474,"	Comparative Information Form For use in MI",,,,,,,
"Term Michigan	6486-MI	6486-MI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,475,475,"	Notice to Applicants Regarding Replacement of Life Insurance",,,,,,,
"Term Michigan	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,476,476,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Michigan	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,477,477,"	Application Submittal Checklist",,,,,,,
"Term Michigan	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,478,478,"	Military Supplement to Application",,,,,,,
"Term Michigan	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,479,479,"	Application Overflow Page",,,,,,,
"Term Michigan	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,480,480,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Michigan	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,481,481,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Michigan	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,482,482,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Michigan	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,483,483,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Michigan	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,484,484,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Minnesota	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,485,485,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Minnesota	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,486,486,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Minnesota	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,487,487,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Minnesota	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,488,488,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Minnesota	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,489,489,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Minnesota	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,490,490,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Minnesota	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,491,491,"	Companion Case Transmittal",,,,,,,
"Term Minnesota	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,492,492,"	List Billing Transmittal",,,,,,,
"Term Minnesota	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,493,493,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Minnesota	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,494,494,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Minnesota	6420-MN	6420-MN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,495,495,"	Life Insurance Application For use in MN Effective 5/13",,,,,,,
"Term Minnesota	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,496,496,"	Trustee Certification",,,,,,,
"Term Minnesota	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,497,497,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Minnesota	6486-MN	6486-MN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,498,498,"	Important Notice Regarding Replacement of Life Insurance (For use with MN Life and Annuity Replacements)",,,,,,,
"Term Minnesota	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,499,499,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Minnesota	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,500,500,"	Application Submittal Checklist",,,,,,,
"Term Minnesota	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,501,501,"	Military Supplement to Application",,,,,,,
"Term Minnesota	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,502,502,"	Application Overflow Page",,,,,,,
"Term Minnesota	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,503,503,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Minnesota	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,504,504,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Minnesota	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,505,505,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Minnesota	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,506,506,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Minnesota	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,507,507,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Mississippi	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,508,508,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Mississippi	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,509,509,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Mississippi	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,510,510,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Mississippi	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,511,511,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Mississippi	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,512,512,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Mississippi	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,513,513,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Mississippi	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,514,514,"	Companion Case Transmittal",,,,,,,
"Term Mississippi	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,515,515,"	List Billing Transmittal",,,,,,,
"Term Mississippi	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,516,516,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Mississippi	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,517,517,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Mississippi	6420	6420.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,518,518,"	Life Insurance Application For use in CO", ID, MI, MS, NC, SC, SD, TX & WY Effective 5/13
"Term Mississippi	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,519,519,"	Trustee Certification",,,,,,,
"Term Mississippi	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,520,520,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Mississippi	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,521,521,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Mississippi	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,522,522,"	Application Submittal Checklist",,,,,,,
"Term Mississippi	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,523,523,"	Military Supplement to Application",,,,,,,
"Term Mississippi	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,524,524,"	Application Overflow Page",,,,,,,
"Term Mississippi	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,525,525,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Mississippi	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,526,526,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Mississippi	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,527,527,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Mississippi	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,528,528,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Mississippi	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,529,529,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
